source_batch,term,glossary_id,mark,mark_type,symbol,owner,confidence,field,note
NOISELAW,dB(A),e71ca44a-ef46-5658-b0aa-6452f2f2ad3e,IEC 61672 / IEC 61672-1,standard_or_patent_attribution,(cite),International Electrotechnical Commission (IEC),verified,"definition and related_terms (also recurs in dB(C), dB(Z), Compliance monitoring, Lmax)",Copyrighted standard defining frequency/time weightings and sound level meter specifications.
NOISELAW,Class 1 sound level meter,daf020c8-4956-5f50-96ab-93300956de41,IEC 61672-1,standard_or_patent_attribution,(cite),International Electrotechnical Commission (IEC),verified,"definition, plain_english",Sound level meter performance classes.
NOISELAW,Class 2 sound level meter,b972bb2d-794c-535c-9568-68e30f6b3368,IEC 61672-1 (BS EN 61672-1),standard_or_patent_attribution,(cite),International Electrotechnical Commission (IEC) / BSI,verified,"definition, plain_english",Class 2 performance grade.
NOISELAW,Calibrated logging meter,1ce4418f-5bc3-528f-852c-988187fd15fb,IEC 61672-1 (electroacoustics — sound level meters),standard_or_patent_attribution,(cite),International Electrotechnical Commission (IEC),verified,"definition; also cited in Lmin, Off-site noise monitoring","Instrument class/accuracy standard (Class 1/Class 2); IEC-copyrighted document, cite by number."
PENDINGDEF,Ethernet controller,28c01d3e-3055-4fc2-8e89-8fde005cc778,IEEE 802.3,standard_or_patent_attribution,(cite),Institute of Electrical and Electronics Engineers (IEEE),verified,definition,Ethernet standard named in the definition.
SOUNDVIZ,Calibration block,96e7834e-08c3-56ca-855f-cc95ad4945d3,IIW (V1/V2) block,standard_or_patent_attribution,(cite),International Institute of Welding (IIW),verified,"definition & practical_application (""IIW (V1/V2)"")",IIW-designated reference blocks; standardized (ISO 2400 / EN 12223).
SOUNDVIZ,Index point,77f60adf-7315-55ba-b081-ef847ccb5f33,IIW calibration block,standard_or_patent_attribution,(cite),International Institute of Welding (IIW),verified,"definition (""the 100 mm arc of an IIW block"")",IIW V1/V2 reference blocks defined by the International Institute of Welding (see ISO 2400).
PENDINGDEF,Blind via,79c39de1-2b06-47af-8d3b-14c38cfbd0c2,IPC-2221 / IPC-T-50 / IPC-6012 / IPC-7351 / IPC-A-610 / IPC-2152 / IPC-9252,standard_or_patent_attribution,(cite),IPC (Association Connecting Electronics Industries),verified,sources,IPC standards family cited across the soldering/PCB terms.
NOISELAW,Agglomeration noise,31f5fd58-873f-5a67-abcf-a95733809ce0,IPPC (Integrated Pollution Prevention and Control) sites,standard_or_patent_attribution,(cite),"European Union (IPPC Directive, now Industrial Emissions Directive 2010/75/EU)",verified,definition (industrial sources within an agglomeration),Reference to the IPPC regime; cite the governing EU industrial-emissions instrument.
NOISELAW,ISO 12913,c9a565e0-a8d0-5656-858a-70f8ebeb2c62,ISO 12913 (series),standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,definition,Soundscape standard series.
NOISELAW,Soundscape assessment,16f609ba-e6e3-5753-8e43-9c04c712526e,"ISO 12913 series (acoustics — soundscape, Parts 1-3)",standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,"definition and practical_application; recurs in Quiet area, Acoustic environment quality, Masking sound",ISO-copyrighted soundscape standard series; cite by number.
NOISELAW,ISO 1996,2ee17619-9540-5549-8bb4-b9eb6b15b2d4,ISO 1996 (series),standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,definition,Environmental noise description/assessment.
NOISELAW,Noise impact assessment,4bd318a9-269a-527a-9279-4c7a039e819e,ISO 1996 / ISO 1996-2,standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,definition (also recurs in Acoustic assessment report),"Copyrighted standard on description, measurement and assessment of environmental noise."
NOISELAW,Residual acoustic environment,af8397c2-e592-50ff-b826-49a241e01bce,"ISO 1996-1 (acoustics — description, measurement and assessment of environmental noise, Part 1: basic quantities and assessment procedures)",standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,"definition (residual sound); recurs in Zoning noise criterion, Acoustic zoning, Annoyance dose-response, Highly annoyed percentage","ISO-copyrighted standard; the defined term 'residual sound' and area-category framework are cited, not reproduced verbatim."
NOISELAW,ISO 1996-1,7b22531f-49f1-59a6-9a19-27698a6f0f2d,ISO 1996-1:2016,standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,definition,Basic quantities and assessment procedures.
NOISELAW,LA90,870c2afa-7a8d-5874-993d-c07ddcb098d2,ISO 1996-2,standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,"definition; also in Background correction, Tonal penalty, Pure tone component, Off-site noise monitoring","Determination of environmental noise levels; ISO-copyrighted, cite by number."
NOISELAW,Facade correction,f9f47836-1229-5e04-bc25-a2ff9aad601e,"ISO 1996-2 (acoustics — description, measurement and assessment of environmental noise, Part 2)",standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,"definition, practical_application, formula; recurs in Reflection correction, Microphone height criterion, Tonality assessment, Narrowband analysis, Audibility correction, Representative measurement period, Downwind propagation","ISO-copyrighted measurement standard; cite by number. Numeric reflection values (+3/+6 dB) are facts, not copyrightable."
NOISELAW,Tonality assessment,0668bd40-789e-5013-97f6-307b5fa1d532,ISO 1996-2 tonal-audibility method,standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,definition and formula (0-6 dB sliding tonal adjustment),Same ISO 1996-2 document; noted separately because the tonal-audibility annex is the specific attribution here.
NOISELAW,ISO 1996-2,9c803fda-d844-545f-a701-0a8bcea2dd69,ISO 1996-2:2017,standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,definition,Determination of sound pressure levels.
NOISELAW,3 dB exchange rate,d0227c7a-0514-5b07-9f9c-808191ead882,ISO 1999,standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,definition,Copyrighted standard on estimation of noise-induced hearing loss.
NOISELAW,Class 1 sound level meter,daf020c8-4956-5f50-96ab-93300956de41,ISO 20906,standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,definition (unattended aircraft-noise monitoring),Requires Class 1 performance.
NOISELAW,Vibration dose value (VDV),584752ea-3af5-53d2-a9b7-f809d132480f,ISO 2631,standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,definition,Mechanical vibration/human exposure standard; ISO-copyrighted.
SOUNDVIZ,Early decay time map,c758a941-729b-5c8c-bb4d-9f084e9886f2,ISO 3382,standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,definition,Room-acoustic parameter measurement standardized in the ISO 3382 series.
SOUNDVIZ,Impulse-response measurement,8afc5070-ca4d-5cdf-991e-8f9c5a6f8462,ISO 3382,standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,definition (standard cited),ISO 3382 'Acoustics — Measurement of room acoustic parameters'; standard attribution.
SOUNDVIZ,RT map,e71da687-623f-565e-9d35-0eab7491f6a8,ISO 3382,standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,definition,Reverberation-time measurement standardized in the ISO 3382 series.
NOISELAW,Infrasound,f6b6dcf9-57fc-5110-9c82-bd72af4ea70e,ISO 7196:1995 (G-weighting),standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,definition,Frequency-weighting characteristic for infrasound; ISO-copyrighted.
NOISELAW,"LEX,8h",3ab15de9-ff9c-5f75-a4f4-734389b4ffc9,ISO 9612,standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,practical_application,Copyrighted standard on determination of occupational noise exposure.
NOISELAW,Noise impact assessment,4bd318a9-269a-527a-9279-4c7a039e819e,ISO 9613-2,standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,definition,Copyrighted standard on attenuation of sound during outdoor propagation.
NOISELAW,Reflection correction,621a32f6-d9ab-59b2-815d-7a7ad92439b2,"ISO 9613-2 (acoustics — attenuation of sound during propagation outdoors, Part 2)",standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,"definition; central to Meteorological correction, Downwind propagation, Ground attenuation, Barrier insertion loss, Worst-case operating condition, Receiver grid","ISO-copyrighted outdoor-propagation standard; cite by number. Cmet/Agr formulas reproduce factual method equations, not protected expression."
SOUNDVIZ,Vector intensity probe,5b386ca8-1caa-505a-984a-4a53ae307b0c,ISO 9614,standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,'measure sound power to ISO 9614' in practical_application,"ISO 9614 (sound power determination using sound intensity) is an ISO standard; cite/attribute to ISO. Standard is a fact reference, not infringement."
NOISELAW,Traceable calibration,21a9399c-6581-5a60-a086-e940cf0820d4,ISO/IEC 17025,standard_or_patent_attribution,(cite),ISO and IEC (jointly),verified,definition,General requirements for testing/calibration labs.
NOISELAW,Highly annoyed percentage (%HA),49492cb0-648a-5105-8b8f-b189ff5b9672,ISO/TS 15666 (assessment of noise annoyance by means of social and socio-acoustic surveys),standard_or_patent_attribution,(cite),International Organization for Standardization (ISO),verified,definition (standardised annoyance scale and high-annoyance cut-point),ISO-copyrighted technical specification; cite by number.
PENDINGDEF,ISRC verification,5c6ffe33-cb71-47bb-8471-ae33580670fe,ISRC (International Standard Recording Code),standard_or_patent_attribution,(cite),IFPI (International Federation of the Phonographic Industry); ISO 3901,verified,definition,Also named in 'Distributor delivery package' (0) and 'Metadata verification' (28).
PENDINGDEF,Auphonic,9abd83a6-b660-4500-89df-e893ebcfa761,ITU-R BS.1770,standard_or_patent_attribution,(cite),International Telecommunication Union (ITU-R),verified,definition,Loudness measurement standard named in the definition.
SOUNDVIZ,Inter-sample peak display,719691be-755d-58a6-9c36-2d0ce315d820,ITU-R BS.1770,standard_or_patent_attribution,(cite),International Telecommunication Union (ITU),verified,definition,Inter-sample/true-peak estimation per BS.1770.
SOUNDVIZ,LUFS trace,b5f74bbf-7e3d-59e2-8c2f-7e10ebcd7aeb,ITU-R BS.1770,standard_or_patent_attribution,(cite),International Telecommunication Union (ITU),verified,definition/formula,"Loudness measurement algorithm (K-weighting, gating); LUFS/LKFS unit."
PENDINGDEF,Podcast loudness target,49bfda34-86a3-4092-b8df-fdc904bd48f0,ITU-R BS.1770,standard_or_patent_attribution,(cite),International Telecommunication Union (ITU-R),verified,loudness algorithm named in definition,ITU-R Recommendation.
SOUNDVIZ,True-peak trace,f720a705-961f-55ed-9a5c-abcfb2fd9bae,ITU-R BS.1770,standard_or_patent_attribution,(cite),International Telecommunication Union (ITU),verified,definition,True-peak (oversampled) metering defined in BS.1770.
PENDINGDEF,Fillet,e9d839fc-9f03-4b76-9be8-5846a3a50b31,J-STD-001,standard_or_patent_attribution,(cite),IPC / JEDEC (joint standard),verified,sources,Requirements for Soldered Electrical Assemblies.
PENDINGDEF,DIP,5567443a-e95d-48b9-850d-c6915c3bab89,JEDEC,standard_or_patent_attribution,(cite),JEDEC Solid State Technology Association,verified,'JEDEC-registered' outline named in definition (MS-001),"Package outline registered/standardized by JEDEC; designation is an industry standard, not a proprietary product mark."
PENDINGDEF,DO-41,0dd071e6-81eb-4dcd-a029-12b239e63164,JEDEC,standard_or_patent_attribution,(cite),JEDEC Solid State Technology Association,verified,'JEDEC-registered' outline named in definition (DO-41),"Package outline registered/standardized by JEDEC; designation is an industry standard, not a proprietary product mark."
PENDINGDEF,LQFP,036fa002-fa80-4988-8ffa-9665f1ad210b,JEDEC,standard_or_patent_attribution,(cite),JEDEC Solid State Technology Association,verified,'JEDEC-registered' outline named in definition (MS-026 quad-flat-pack),"Package outline registered/standardized by JEDEC; designation is an industry standard, not a proprietary product mark."
PENDINGDEF,SOIC,005842c2-e667-47ad-bdf2-cd8bc44512ca,JEDEC,standard_or_patent_attribution,(cite),JEDEC Solid State Technology Association,verified,'JEDEC-registered' outline named in definition (MS-012/MS-013),"Package outline registered/standardized by JEDEC; designation is an industry standard, not a proprietary product mark."
PENDINGDEF,SOT-23,ca24962b-9e00-4367-8224-b3860e4e41ea,JEDEC,standard_or_patent_attribution,(cite),JEDEC Solid State Technology Association,verified,'JEDEC-registered' outline named in definition (TO-236),"Package outline registered/standardized by JEDEC; designation is an industry standard, not a proprietary product mark."
PENDINGDEF,SSOP,90ab4858-8194-4196-ad28-b4c9fbee8257,JEDEC,standard_or_patent_attribution,(cite),JEDEC Solid State Technology Association,verified,'JEDEC-registered' outline named in definition (MO-150),"Package outline registered/standardized by JEDEC; designation is an industry standard, not a proprietary product mark."
PENDINGDEF,TO-220,a5849bb3-e064-4fef-b022-d6dd74d2c7ea,JEDEC,standard_or_patent_attribution,(cite),JEDEC Solid State Technology Association,verified,'JEDEC-registered' outline named in definition (TO-220),"Package outline registered/standardized by JEDEC; designation is an industry standard, not a proprietary product mark."
PENDINGDEF,TO-247,228cc81f-1295-4c50-aed8-dbf2043ba429,JEDEC,standard_or_patent_attribution,(cite),JEDEC Solid State Technology Association,verified,'JEDEC-registered' outline named in definition (TO-247),"Package outline registered/standardized by JEDEC; designation is an industry standard, not a proprietary product mark."
PENDINGDEF,TO-3,32025981-e76b-4c8e-ac44-dff22b371d35,JEDEC,standard_or_patent_attribution,(cite),JEDEC Solid State Technology Association,verified,'JEDEC-registered' outline named in definition (TO-3),"Package outline registered/standardized by JEDEC; designation is an industry standard, not a proprietary product mark."
PENDINGDEF,TO-92,25b4f7d9-b22c-446b-8a9a-7fa93512106f,JEDEC,standard_or_patent_attribution,(cite),JEDEC Solid State Technology Association,verified,'JEDEC-registered' outline named in definition (TO-92),"Package outline registered/standardized by JEDEC; designation is an industry standard, not a proprietary product mark."
PENDINGDEF,TSSOP,c4162307-644b-4893-a762-be5b5bd019f2,JEDEC,standard_or_patent_attribution,(cite),JEDEC Solid State Technology Association,verified,'JEDEC-registered' outline named in definition (MO-153),"Package outline registered/standardized by JEDEC; designation is an industry standard, not a proprietary product mark."
PENDINGDEF,DO-214,1ef82625-8b75-4c0b-8648-8bfd60540c80,JEDEC DO-214 (SMA/SMB/SMC),standard_or_patent_attribution,(cite),JEDEC Solid State Technology Association,verified,'JEDEC-registered' package family named in definition,"DO-214AC/AA/AB registered by JEDEC; SMA/SMB/SMC are common informal industry names for those bodies, not distinct owners."
SOUNDVIZ,Asteroseismic scaling relation,c5166d1c-4b6c-533f-acac-ab71f7f5d9ee,Kepler,standard_or_patent_attribution,(cite),NASA,verified,practical_application (mission named),Kepler space telescope; mission-name attribution.
SOUNDVIZ,Echelle diagram,6615c94a-6256-5a97-b429-05de6d673d37,Kepler,standard_or_patent_attribution,(cite),NASA,verified,practical_application (mission named),Kepler space telescope; mission-name attribution.
NOISELAW,Acoustic zoning,416867ee-ab63-537a-b7e1-d498d30ce0a9,Law 447/1995 (Legge quadro sull'inquinamento acustico),standard_or_patent_attribution,(cite),Italian State (Repubblica Italiana),verified,definition (Italian acoustic classification example),"National framework law used as a worked example; attribute to Italy, do not state as universal."
NOISELAW,Premises licence,f02de3ea-2213-5a61-a15c-6c77ac486f46,Licensing Act 2003,standard_or_patent_attribution,(cite),UK Parliament (Crown copyright),verified,definition,England & Wales licensing statute.
NOISELAW,Special event permit,11e34fe4-52b9-5a72-bd62-aeb93315db40,Licensing Act 2003 (incl. Temporary Event Notice),standard_or_patent_attribution,(cite),UK Parliament (Crown),verified,definition,England & Wales licensing statute; cite Act and jurisdiction.
NOISELAW,Liquor licence noise condition,5d9a9fdd-5d87-5c6c-a168-bc0515111483,Liquor & Gaming NSW licensing regime,standard_or_patent_attribution,(cite),New South Wales Government (Liquor & Gaming NSW),verified,definition,NSW licensed-venue sound regulation.
SOUNDVIZ,RMS waveform,621c82d9-0e85-565d-be68-e61ce7633d5a,LUFS,standard_or_patent_attribution,(cite),ITU-R (BS.1770) / EBU (R128),verified,common_mistakes (loudness unit),"LUFS is a loudness unit defined in ITU-R BS.1770 and EBU R128; a standardized measure, not a brand."
NOISELAW,Barrier insertion loss,09ec4ca3-02af-5283-9173-fb6163e0b823,Maekawa's chart (single-diffraction screening),standard_or_patent_attribution,(cite),"Z. Maekawa (academic method; 'Noise reduction by screens', Applied Acoustics, 1968)",verified,definition (empirical single-diffraction model),Named academic method; attribute to Maekawa's published work.
PENDINGDEF,MIDI cue trigger,b4d2b1b9-aaa0-437b-a7ea-01476494cc32,MIDI Show Control (RP-002),standard_or_patent_attribution,(cite),MIDI Manufacturers Association / The MIDI Association,verified,definition,Named in MIDI cue trigger (19) and Show-control system (28).
PENDINGDEF,Ethernet controller,28c01d3e-3055-4fc2-8e89-8fde005cc778,MII / RMII,standard_or_patent_attribution,(cite),IEEE (defined within IEEE 802.3),verified,definition,Media-independent interface named in the definition.
NOISELAW,WHS exposure standard for noise,c4edff6e-0e84-5432-be98-d2ae50e04029,Model WHS Regulations (reg 56),standard_or_patent_attribution,(cite),Safe Work Australia,verified,definition,Australian exposure standard for noise.
NOISELAW,PCBU,af728c80-dacb-56fb-80ad-e7fed3b5651f,Model Work Health and Safety (WHS) Act,standard_or_patent_attribution,(cite),Safe Work Australia,verified,definition,Defines PCBU duty holder.
SOUNDVIZ,Lossy compression signature,417dda74-bf0e-51cc-bd6e-3e5ad4f828cd,MP3 (MPEG-1/2 Audio Layer III),standard_or_patent_attribution,(cite),ISO/IEC (MPEG standard); core patents Fraunhofer-Gesellschaft,verified,"definition (""such as MP3, AAC"")",MP3 = MPEG-1 Audio Layer III (ISO/IEC 11172-3); foundational patents held by Fraunhofer-Gesellschaft (now expired).
NOISELAW,NEPA noise assessment,4d2ef88b-88a1-5c7f-845e-2d2f03d67f71,National Environmental Policy Act of 1969 (NEPA),standard_or_patent_attribution,(cite),U.S. Congress / U.S. federal statute,verified,definition,Procedural environmental-review statute.
PENDINGDEF,Network storage,3de5b54e-c6bb-4955-a633-c6ead4985cca,NFS,standard_or_patent_attribution,(cite),Sun Microsystems (now Oracle Corporation),verified,definition,File-sharing protocol named in the definition.
NOISELAW,Attenuation derating,eed2d18e-1581-5cfc-bcc3-fd40052e902a,NIOSH derating recommendations (25%/50%/70%),standard_or_patent_attribution,(cite),US CDC — National Institute for Occupational Safety and Health (NIOSH),verified,definition (percentage derating by protector type),NIOSH guidance; attribute the percentage factors to NIOSH.
NOISELAW,Criterion duration,2f1d68f7-b51e-5f5a-adcc-48b04bb24520,NIOSH Publication 98-126,standard_or_patent_attribution,(cite),U.S. National Institute for Occupational Safety and Health (CDC/NIOSH),verified,definition (8 h/85 dB(A)/3 dB),NIOSH recommended criteria.
NOISELAW,Recommended Exposure Limit (REL),f7044d48-84a7-5a3c-a156-be6bf51ecd7f,NIOSH Recommended Exposure Limit (REL) for noise,standard_or_patent_attribution,(cite),US National Institute for Occupational Safety and Health (NIOSH / CDC),verified,definition (recurs in exchange-rate and PEL terms),US federal advisory publication; attribution to NIOSH.
NOISELAW,OSHA noise standard,46812310-99df-5d03-b775-3a9c842106e6,NIOSH REL,standard_or_patent_attribution,(cite),U.S. National Institute for Occupational Safety and Health (CDC/NIOSH),verified,definition/common_mistakes,Recommended 85 dBA / 3 dB.
NOISELAW,Complaint trigger level,dc17a36f-c7b3-57fd-9708-3c4281b847cd,Noise Council Code of Practice on Environmental Noise Control at Concerts (1995),standard_or_patent_attribution,(cite),The Noise Council (UK),verified,definition (guideline reference),UK concert-noise guidance.
NOISELAW,Music noise level (MNL),fd22d8c9-421a-5e74-be4e-4a890670e164,Noise Council Code of Practice on Environmental Noise Control at Concerts (1995),standard_or_patent_attribution,(cite),Noise Council (UK),verified,"definition; also in Off-site noise monitoring, Mass-gathering noise condition",UK concert-noise code (MNL at 1 m from facade; 65 dB(A)/15 min tier).
NOISELAW,Personal hearing protection,9eacc3cd-9067-5599-ae39-8519bb23b0b1,Noise Reduction Rating (NRR),standard_or_patent_attribution,(cite),"US Environmental Protection Agency (EPA), 40 CFR Part 211 Subpart B",verified,"definition; recurs in Attenuation derating, Single Number Rating","US regulatory labelling rating; attribute to EPA. NRR is a regulatory descriptor, not a commercial trademark."
NOISELAW,Noise Regulation Law,4ff9cdb0-e540-5238-abe7-9953ce145313,Noise Regulation Law (Law No. 98 of 1968),standard_or_patent_attribution,(cite),Government of Japan,verified,definition,Japanese source-noise control statute.
NOISELAW,LA10,e271e245-ac74-5aa3-9327-99b65acf8eaf,NSW licensed/entertainment-venue LA10 noise licence conditions,standard_or_patent_attribution,(cite),"State of New South Wales, Australia",unverified,"definition; also in Entertainment noise, Patron noise",Jurisdiction-specific licensing condition (LA10 relative to background); attribute to NSW.
NOISELAW,Vibrancy Reforms,bd994a71-2c46-569f-9f18-6b19d7e1b228,NSW Vibrancy Reforms (from 1 July 2024),standard_or_patent_attribution,(cite),New South Wales Government,unverified,definition,NSW night-time-economy legislative package.
PENDINGDEF,Open Sound Control trigger,d04a259b-719a-433c-89ed-092d2b8de62f,Open Sound Control (OSC),standard_or_patent_attribution,(cite),"CNMAT, University of California, Berkeley",verified,definition,OSC protocol named in def.
PENDINGDEF,Hand soldering,85ff48be-2d7d-4da2-b25c-aeb0de78728b,OSHA 29 CFR 1910.1025,standard_or_patent_attribution,(cite),U.S. OSHA (Department of Labor),verified,sources,Federal Lead exposure regulation.
NOISELAW,Permissible noise level,ff9bf050-33c8-588e-8de1-add932c776cf,OSHA 29 CFR 1910.95,standard_or_patent_attribution,(cite),US Occupational Safety and Health Administration (U.S. Department of Labor),verified,"definition (recurs in Action level, REL, Hearing conservation program, exchange-rate terms)",US federal occupational-noise regulation (Code of Federal Regulations).
NOISELAW,Personal noise dosimeter,19e33fc6-d8db-5643-90fc-5f9253e26928,OSHA 29 CFR 1910.95,standard_or_patent_attribution,(cite),U.S. Occupational Safety and Health Administration,verified,definition (90 dB(A)/5 dB criterion),US occupational noise rule.
NOISELAW,Pyrotechnic peak noise,f6ef828a-b3f6-5bf9-888d-d9f52230176f,OSHA 29 CFR 1910.95,standard_or_patent_attribution,(cite),US OSHA (US Department of Labor),verified,definition; also in Audience exposure limit,US occupational noise regulation (140 dB peak impulse guidance).
NOISELAW,Attenuation derating,eed2d18e-1581-5cfc-bcc3-fd40052e902a,OSHA Occupational Noise Exposure standard (29 CFR 1910.95),standard_or_patent_attribution,(cite),"US Department of Labor, Occupational Safety and Health Administration (OSHA)",verified,definition (NRR-7 then halving derating method); recurs in Personal hearing protection,US federal regulation; attribute the (NRR-7)/2 convention to OSHA.
SOUNDVIZ,outdoor-indoor transmission class,6e081916-a621-5e1b-9dec-c58579cd3edf,Outdoor-Indoor Transmission Class (OITC),standard_or_patent_attribution,(cite),ASTM International,verified,headword & definition,OITC rating defined in ASTM E1332; STC referenced defined in ASTM E413.
PENDINGDEF,Deep Noise Suppression,5ad597d4-e17a-40c1-8339-b5012802ee3a,PESQ,standard_or_patent_attribution,(cite),ITU-T Recommendation P.862 (International Telecommunication Union),verified,definition,"Perceptual speech-quality metric standardized by ITU-T, named in the definition."
PENDINGDEF,Deep-learning speech denoising,70bb3b38-75fa-452b-8ae1-2e68b880c6f3,PESQ,standard_or_patent_attribution,(cite),ITU-T Recommendation P.862 (ITU),verified,definition,ITU-T perceptual quality metric named in the definition.
PENDINGDEF,Dereverberation,592ed3d3-7d93-4ffb-880f-1d89caf4dd5a,PESQ,standard_or_patent_attribution,(cite),ITU-T Recommendation P.862 (ITU),verified,definition,ITU-T perceptual quality metric named in the definition.
PENDINGDEF,Speech enhancement,de26c3d5-382f-4339-ae41-382c6b031c42,PESQ,standard_or_patent_attribution,(cite),ITU-T Recommendation P.862 (ITU),verified,definition,ITU-T perceptual quality metric named in the definition.
SOUNDVIZ,Acoustic angular scale,3b63529e-b86e-5e73-995b-dc4c0652db88,Planck,standard_or_patent_attribution,(cite),European Space Agency (ESA),verified,practical_application (mission named),Planck space mission; proper-name attribution for the CMB data source.
SOUNDVIZ,CMB power spectrum,c99feec9-d7d0-5117-9a67-64ee95ccdfea,Planck,standard_or_patent_attribution,(cite),European Space Agency (ESA),verified,definition/context (mission implied),Planck space mission; attribution for CMB power-spectrum measurement.
NOISELAW,Public nuisance,f5c3d261-877e-5d47-a48c-ac378445f579,"Police, Crime, Sentencing and Courts Act 2022 (UK), s.78",standard_or_patent_attribution,(cite),UK Parliament (Crown copyright),verified,definition,UK statute placing public nuisance on a statutory footing.
NOISELAW,Special entertainment precinct,82bdf26f-2cf1-5b68-8876-f29280eaf124,"Protection of the Environment Operations Act 1997 (POEO Act, NSW)",standard_or_patent_attribution,(cite),"Parliament of New South Wales, Australia",verified,definition,NSW state legislative instrument governing the noise regime replaced within a precinct.
PENDINGDEF,Cutter amplifier,c1972817-9cac-489d-8a1d-cfedead98289,RIAA (equalization),standard_or_patent_attribution,(cite),Recording Industry Association of America (RIAA),verified,definition,Disc recording pre-emphasis characteristic named in the definition.
PENDINGDEF,Lacquer mastering,618d0b92-59e5-4c4c-ab6a-89dba9b7b1e1,RIAA (recording characteristic),standard_or_patent_attribution,(cite),Recording Industry Association of America (RIAA),verified,definition,Disc recording characteristic named in the definition.
PENDINGDEF,Episode artwork,420efcdb-e978-447c-88b0-466c11336245,RSS (2.0),standard_or_patent_attribution,(cite),RSS Advisory Board (RSS 2.0 spec; orig. Dave Winer/UserLand/Harvard),verified,feed format named in definition,Open specification; attribution only.
PENDINGDEF,Podcast metadata,e9490463-77a7-4d9e-9a60-b54c275843ce,RSS 2.0,standard_or_patent_attribution,(cite),RSS Advisory Board,verified,feed format named in definition,Open specification.
PENDINGDEF,Podcast publishing,f7a9e4fa-27e8-475b-bc72-1a12a31b4e44,RSS 2.0,standard_or_patent_attribution,(cite),RSS Advisory Board,verified,feed format named in definition,Open specification.
PENDINGDEF,Digital audio receiver,ba1d7a03-83c6-4c31-b6c6-2ea9bc2ce631,S/PDIF,standard_or_patent_attribution,(cite),Sony and Philips (Sony/Philips Digital Interface; standardized as IEC 60958),verified,definition,Consumer digital audio interface named in the definition.
PENDINGDEF,Digital audio transmitter,398d0c57-8ce8-41f1-8360-b840812abe2f,S/PDIF,standard_or_patent_attribution,(cite),Sony and Philips (standardized as IEC 60958),verified,definition,Consumer digital audio interface named in the definition.
SOUNDVIZ,Far-side helioseismic imaging,35bdc985-639d-575d-ba32-a9430738a9a2,SDO,standard_or_patent_attribution,(cite),NASA,verified,practical_application (mission named),Solar Dynamics Observatory; mission-name attribution.
PENDINGDEF,Digital Audio Tape mastering,affe5a28-192b-434d-9d99-dd51efc0a4dc,Serial Copy Management System (SCMS),standard_or_patent_attribution,(cite),Copy-management scheme defined for consumer digital audio (DAT Conference),verified,definition,Copy-protection convention named in the definition.
PENDINGDEF,File hashing,910b8fdd-6b89-43a9-8ed3-a6484921e5d0,SHA (Secure Hash Algorithm family),standard_or_patent_attribution,(cite),"NIST (FIPS 180-4, Secure Hash Standard)",verified,definition,Cryptographic hash family named in the definition.
PENDINGDEF,Network storage,3de5b54e-c6bb-4955-a633-c6ead4985cca,SMB,standard_or_patent_attribution,(cite),Microsoft Corporation,verified,definition,File-sharing protocol named in the definition.
SOUNDVIZ,Far-side helioseismic imaging,35bdc985-639d-575d-ba32-a9430738a9a2,SOHO,standard_or_patent_attribution,(cite),ESA/NASA cooperative mission,verified,practical_application (mission named),Solar and Heliospheric Observatory; mission-name attribution.
SOUNDVIZ,façade insulation,46901299-8d75-58c0-a7dc-b66785f9ceda,Sound Transmission Class (STC),standard_or_patent_attribution,(cite),ASTM International,verified,"related_terms (""Sound transmission class"")",STC single-number rating defined in ASTM E413.
SOUNDVIZ,privacy index,4a1226d9-f33a-5110-9ea1-0053f2871452,Speech Privacy Class / Articulation Index,standard_or_patent_attribution,(cite),"ASTM International (Speech Privacy Class, ASTM E2638); ANSI/Acoustical Society (Articulation Index, ANSI S3.5)",verified,definition & related_terms,Speech Privacy Class standardized in ASTM E2638; Articulation Index in ANSI S3.5.
SOUNDVIZ,Speech Transmission Index map,f4dabd5d-97ae-58e7-8f64-e618877e026a,Speech Transmission Index (STI),standard_or_patent_attribution,(cite),International Electrotechnical Commission (IEC),verified,term/definition,STI is a standardized objective speech-intelligibility metric.
