id,term,primary_topic,difficulty,source_batch,authored_fields
a276fe20-d1f9-4e64-91d0-aa2030e2456e,Cabinet modeling,Neural Amp Modeling & Neural Synthesis,,PENDINGDEF_2026_08_02,definition
174423fa-8bdb-4b77-8e2f-bd647e6944a7,Neural Amp Modeler,Neural Amp Modeling & Neural Synthesis,,PENDINGDEF_2026_08_02,definition
469b0109-4a51-41bd-a1a4-aee6e2862206,Neural amp modeling (NAM),Neural Amp Modeling & Neural Synthesis,,PENDINGDEF_2026_08_02,definition
330de2e3-b18b-43ae-be79-b3114e19bc72,Profiling,Neural Amp Modeling & Neural Synthesis,,PENDINGDEF_2026_08_02,definition
6456fd31-fe03-4d86-a1ba-598abdaa9f97,Brass-section mixing,"Orchestral, Choir & Acoustic-Ensemble Mixing",,PENDINGDEF_2026_08_02,definition
8564d779-178f-469f-90c0-5ea2905f987a,Decca Tree balance,"Orchestral, Choir & Acoustic-Ensemble Mixing",,PENDINGDEF_2026_08_02,definition
99e11ff7-635a-4e78-8cb2-989e7918a1aa,Main-array balance,"Orchestral, Choir & Acoustic-Ensemble Mixing",,PENDINGDEF_2026_08_02,definition
e34f1304-74b8-4b31-8089-3d686b34f2c4,Main-array equalization,"Orchestral, Choir & Acoustic-Ensemble Mixing",,PENDINGDEF_2026_08_02,definition
771ca217-9c94-4d8f-b866-34a01b3897fa,Natural orchestral balance,"Orchestral, Choir & Acoustic-Ensemble Mixing",,PENDINGDEF_2026_08_02,definition
3307b987-354a-4efa-81df-ffb22ef5bfae,Orchestral depth,"Orchestral, Choir & Acoustic-Ensemble Mixing",,PENDINGDEF_2026_08_02,definition
b2ae20dc-f459-418c-9430-a8b28fd432e4,Orchestral width,"Orchestral, Choir & Acoustic-Ensemble Mixing",,PENDINGDEF_2026_08_02,definition
01b6b579-b289-4ef8-befe-c7fdef2900b7,Reverberant-field control,"Orchestral, Choir & Acoustic-Ensemble Mixing",,PENDINGDEF_2026_08_02,definition
83f98f0d-a24d-4c96-a119-be4fda5e6700,Stereo localization,"Orchestral, Choir & Acoustic-Ensemble Mixing",,PENDINGDEF_2026_08_02,definition
91717f39-f8ec-42c5-988c-49802f01d698,String-section mixing,"Orchestral, Choir & Acoustic-Ensemble Mixing",,PENDINGDEF_2026_08_02,definition
e7ccddba-5a9f-4761-86a7-30d5732507fa,Symphonic mixing,"Orchestral, Choir & Acoustic-Ensemble Mixing",,PENDINGDEF_2026_08_02,definition
8dfbf8a3-e143-4f57-a768-ef067df7a029,Woodwind-section mixing,"Orchestral, Choir & Acoustic-Ensemble Mixing",,PENDINGDEF_2026_08_02,definition
f1de53a0-ac15-41b0-9726-266325916bc1,Air-core inductor,Passive Components,,PENDINGDEF_2026_08_02,definition
c5e92f86-5a09-4108-89b5-c8ffb6993fec,Aluminum electrolytic capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
63a4876f-7c12-4e01-a9b9-320b2f8bef93,Audio-frequency inductor,Passive Components,,PENDINGDEF_2026_08_02,definition
11dc55ea-42c5-4d65-aef8-44da972509f7,Avalanche diode,Passive Components,,PENDINGDEF_2026_08_02,definition
5116f8dc-3eec-49cf-9b53-e4e41864e478,Base-stopper resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
d1372c8f-9ce8-4c14-9a83-b80e635b1804,Bipolar electrolytic capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
2ceae6b2-7e8a-4df2-bbba-dcba7571cad1,Bulging capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
cbbb8e57-361b-42da-8dde-d4d6f6f40fca,Bulk filter capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
f76f1ec4-ee8e-4ed2-99c7-f3d1c08542ad,Bypass capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
07eba159-8943-4dd9-bb6b-7c8b3dd4afb1,C0G/NP0 capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
dda4becc-a472-4431-80a3-cf6760a3f50e,Capacitor leakage,Passive Components,,PENDINGDEF_2026_08_02,definition
c0e28bfe-c1b1-4408-b695-d537415bfe50,Capacitor polarity,Passive Components,,PENDINGDEF_2026_08_02,definition
8de75ecb-eacf-4a64-9fd6-e2c1a5e3277b,Capacitor reforming,Passive Components,,PENDINGDEF_2026_08_02,definition
c29a7f94-92dd-4cc9-af02-9a9ef16ef027,Carbon-composition resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
548cb821-252f-4c32-a866-a863d937d87a,Carbon-film resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
f59e0337-6ba2-48b2-a4d2-a8a9472fc4f0,Ceramic capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
99d81290-cba7-43b8-9da6-c04940f6b367,Clamp diode,Passive Components,,PENDINGDEF_2026_08_02,definition
1955aa64-f510-4d5d-a4d2-8331c111d74a,Class 2 ceramic capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
4d55866c-3018-4ce6-beff-32dd278baf85,Collector resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
a5d2208b-e8a1-465b-a78c-6202eb36aebb,Crossover capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
5d260c82-d018-48ef-8511-902503b96379,Crossover inductor,Passive Components,,PENDINGDEF_2026_08_02,definition
3bf7347a-c7f2-42c9-861e-08b140af85b3,Current-sense resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
fe592958-7e8b-4fff-9679-6e86eee34704,Decoupling capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
d1688b02-698e-4a4c-b7d5-4bc487f8a848,Diode,Passive Components,,PENDINGDEF_2026_08_02,definition
8f9c7cb7-10a5-4963-b548-61630f30095f,Diode detector,Passive Components,,PENDINGDEF_2026_08_02,definition
6b5557ce-ce10-449a-b1b4-38352c1f853b,Diode ring,Passive Components,,PENDINGDEF_2026_08_02,definition
f5ba3b0b-32b1-4b78-ab73-35e296580b7a,Dried-out capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
136fed4f-b2d6-45f6-aeb7-7c018ebdf98b,Emitter bypass capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
7bc977bc-13e3-4e5a-84af-a3472542b196,Emitter resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
be82e795-2271-42e5-8a95-7efa13bae3c6,Feedback resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
7aa1af32-ac61-4b49-b69a-dd45065f5818,Feedthrough capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
a988c78c-8559-4372-a1ac-633fca236311,Ferrite-core inductor,Passive Components,,PENDINGDEF_2026_08_02,definition
4767e78d-1443-4a70-a824-b1eb3633b6a1,Film capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
8d4752ee-2eca-447d-8dfd-36d4f1101563,Fixed resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
c6bceb86-8ab9-459c-a4f2-e24cc0204eec,Flameproof resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
ab9096d3-3c73-454b-b60b-7b1bc3c5544c,Flyback diode,Passive Components,,PENDINGDEF_2026_08_02,definition
cb53d785-fdcb-4d28-bfae-0b11cbb9143f,Fusible resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
d636d780-3921-40bf-a634-cb918c922250,Gain-setting resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
2656b2da-8e0a-4ee4-9ae5-a6e88d529d44,Gate-stopper resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
29020de6-4da6-4f5c-b88d-6bdc53ae6a2f,Germanium diode,Passive Components,,PENDINGDEF_2026_08_02,definition
1de37158-76c8-40a5-be7b-8b6457430b36,Impedance ratio,Passive Components,,PENDINGDEF_2026_08_02,definition
33ae9c91-6363-4305-80e5-b9d54da57d4f,Inductor,Passive Components,,PENDINGDEF_2026_08_02,definition
ce8f908f-2bd2-407d-b9c8-c6693873759e,Inductor equalizer,Passive Components,,PENDINGDEF_2026_08_02,definition
85ebee30-fa84-49ff-abab-31573176611b,Input coupling capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
ee2b765c-17e8-49b1-bcab-110b6053fd7f,Input resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
9ce3c90f-c63d-4098-9182-c82e2bcec558,Iron-core inductor,Passive Components,,PENDINGDEF_2026_08_02,definition
bec04fb3-9035-4cb6-997d-137c78e5110b,Leaking capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
7a57b60b-1243-4005-9488-cf08e96ed461,LED clipping diode,Passive Components,,PENDINGDEF_2026_08_02,definition
5c04d371-bab6-4bf4-9326-9d8d5c737752,Light-dependent resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
7ef728df-5a4b-4a2a-95d7-b99e263c8dda,Light-emitting diode,Passive Components,,PENDINGDEF_2026_08_02,definition
2ea3a059-31f1-42fd-b760-fc647c2ac55a,Load resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
e2aa4694-7a1f-4b72-9245-82d90eda7aa7,Matched resistor pair,Passive Components,,PENDINGDEF_2026_08_02,definition
9725d22e-cc22-4f7b-adea-206c4cb00e5e,Metal-film resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
2dd14e9a-dbb6-4fee-a7b1-4c9d7bdd86ec,Metal-oxide resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
4427953c-b356-42b7-ad23-0ec0d67cc37c,Motor-run capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
7636fd07-c299-42f9-a4ca-7d4119ee572b,Non-polar capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
1a6ee028-e65f-43a8-86c6-0dcbbac3ccd4,NTC thermistor,Passive Components,,PENDINGDEF_2026_08_02,definition
f3d63f70-1fb5-4e05-b959-c0db0e3bc756,Paper capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
aa068955-e53b-409e-b0fd-8a43f6c59139,Photodiode,Passive Components,,PENDINGDEF_2026_08_02,definition
8e5b733e-1128-4636-a4a5-21a4e0063437,Photoresistor,Passive Components,,PENDINGDEF_2026_08_02,definition
05685ae0-6ddd-422c-a957-eddbcb986e4a,Polycarbonate capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
117589ee-2f1a-42d1-b0cb-ce5cf078da25,Polyester capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
32db475d-7d52-4eb9-92cb-49c631d11ac5,Polypropylene capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
da02aeb2-e6d8-498d-ba05-e4d1e82fa027,Polystyrene capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
5e22aa2d-8036-4ea2-a59b-b45e8eba6805,Power resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
7b6a71f9-f340-487a-ae39-c85a96574aa4,Precision resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
5a1738e6-304a-4567-9f09-1dd66e61a59a,Protection diode,Passive Components,,PENDINGDEF_2026_08_02,definition
a724b3a7-e661-4d31-8762-b06f10bb5196,PTC thermistor,Passive Components,,PENDINGDEF_2026_08_02,definition
ae987913-86d6-4cba-9d64-a7263260bbb6,Pull-down resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
48744aaf-8ca2-4c16-9323-be718c9dfd94,Pull-up resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
99d8830a-a78b-40d2-9f64-b3277d5e3470,Rectifier diode,Passive Components,,PENDINGDEF_2026_08_02,definition
d355403a-7210-429d-a6f0-ab2c5a0c0964,Reservoir capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
8396610a-aed5-4f09-b2ea-9ddbf01257bc,Resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
4fa4bd75-da50-42f4-bc13-e0238ac124fa,Resistor ladder,Passive Components,,PENDINGDEF_2026_08_02,definition
ed6cbc7c-c829-4282-afc7-92785d3d7ff6,Resistor network,Passive Components,,PENDINGDEF_2026_08_02,definition
606da64a-0c92-41d9-9029-73343e04dbe8,Safety capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
e57685ed-4454-43db-96dc-c2b58c9e56c3,Sample-and-hold capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
ef0e3561-8ef7-4cfd-bb77-45ea0911590d,Schottky diode,Passive Components,,PENDINGDEF_2026_08_02,definition
c27c73cc-733f-41f1-81e1-853f3b15b22d,Signal diode,Passive Components,,PENDINGDEF_2026_08_02,definition
a7ffc902-ea18-4727-9283-1a10df8d4abd,Silicon diode,Passive Components,,PENDINGDEF_2026_08_02,definition
f297fe23-62b5-48d4-a44b-52ec3c407af0,Silver-mica capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
ed0c4695-18c1-4c38-b7b5-3d2db260c0af,SIP resistor network,Passive Components,,PENDINGDEF_2026_08_02,definition
1709c14e-6e4d-461b-9360-a56b3efde315,Smoothing capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
012d7b35-e709-439a-aad6-b84fd91ccca4,Snubber capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
9cf021d3-f55b-4417-a2a9-a4ad1385beef,Source resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
3842a15d-45d6-4369-9fcc-c1d36eeda6d4,Steering diode,Passive Components,,PENDINGDEF_2026_08_02,definition
5cc7be12-95b2-4b5c-852c-061ebbb12d83,Supply bypass capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
66e3eab3-7a3a-4d73-a0aa-c1a741ec7b67,Switching diode,Passive Components,,PENDINGDEF_2026_08_02,definition
77c97ecb-6920-45d6-bfd3-0a6985af8476,Tantalum capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
8657dcc0-4383-4a31-b7b7-22dbd3942078,Termination resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
41536af5-59ee-42da-9908-3263392dee31,Thermistor,Passive Components,,PENDINGDEF_2026_08_02,definition
760154d4-5308-4e55-a269-d90537aafb45,Thick-film resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
160c8f3e-7e20-4927-a7d8-e3a343553cb7,Thin-film resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
c4ac3bad-c9df-4b22-aac9-11150ec7c362,Timing capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
9b6ac783-c966-4e82-b84e-0d88b70a766c,Tone capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
96ead89d-6da7-4f10-9525-0b1ce53fd4b2,Toroidal inductor,Passive Components,,PENDINGDEF_2026_08_02,definition
e397f77d-2e5d-4dd6-ac2d-12f5d8beb5c9,Transient-voltage suppressor diode,Passive Components,,PENDINGDEF_2026_08_02,definition
df310d00-5bae-4349-a9e6-b9d761bb5118,Trimmer capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
660a5209-ec99-4557-b836-7cfc3a4d94d4,TVS diode,Passive Components,,PENDINGDEF_2026_08_02,definition
a6fb8439-4939-4d1f-97f0-743b63b4f7c2,Variable capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
19e0ae7c-c93c-4481-82c4-19f2ef3f3fc1,Vented capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
2469e7ce-ed11-430a-93da-5637db1a193f,Wirewound resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
4948455e-88a6-4d4c-869d-db9613363be9,X capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
1fac29cc-268a-4c27-90e4-aa7d78e85b43,Y capacitor,Passive Components,,PENDINGDEF_2026_08_02,definition
d423445a-9678-4f12-9c67-6220a1888618,Zener diode,Passive Components,,PENDINGDEF_2026_08_02,definition
c0ece9ed-607b-47f2-9355-7dbaad6e1b6d,Zero-ohm resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
417738c4-3b73-4bbb-830e-b187d77edda4,Zobel resistor,Passive Components,,PENDINGDEF_2026_08_02,definition
ade1dc4a-f610-4a0f-b585-b2c7c0adec79,Axial package,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
00b88193-6524-423c-9f37-954f138e3cb6,BGA,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
5567443a-e95d-48b9-850d-c6915c3bab89,DIP,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
1ef82625-8b75-4c0b-8648-8bfd60540c80,DO-214,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
0dd071e6-81eb-4dcd-a029-12b239e63164,DO-41,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
036fa002-fa80-4988-8ffa-9665f1ad210b,LQFP,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
f13ee69f-4041-4254-bb7f-d0d76c480dd2,QFN,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
659c049e-25f4-4838-a59d-2c50324b6010,QFP,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
a5620570-78a7-4f3e-9d17-760c41fcedb8,Radial package,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
ca987eef-a60d-453f-a614-969b12ff1d2e,SIP,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
19881d6a-9565-4013-9b95-578f6f977896,SMD,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
005842c2-e667-47ad-bdf2-cd8bc44512ca,SOIC,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
be36c833-aaec-40db-8797-b08f50f05b31,SOT-223,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
ca24962b-9e00-4367-8224-b3860e4e41ea,SOT-23,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
90ab4858-8194-4196-ad28-b4c9fbee8257,SSOP,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
81275f9e-b0a8-44ab-bb9f-34aa3a75d9ad,Surface mount device,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
abfb0975-5b1f-4cef-a22e-e552d1219079,Through-hole package,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
a5849bb3-e064-4fef-b022-d6dd74d2c7ea,TO-220,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
228cc81f-1295-4c50-aed8-dbf2043ba429,TO-247,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
32025981-e76b-4c8e-ac44-dff22b371d35,TO-3,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
25b4f7d9-b22c-446b-8a9a-7fa93512106f,TO-92,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
c4162307-644b-4893-a762-be5b5bd019f2,TSSOP,"PCB, Assembly & Soldering",,PENDINGDEF_2026_08_02,definition
285f0fb7-eac6-49cd-9602-f0e801d52201,Cold read,Podcast Production,,PENDINGDEF_2026_08_02,definition
812ab6de-fd8a-4b60-954d-5d4df2fee1a3,Commercial voice-over,Podcast Production,,PENDINGDEF_2026_08_02,definition
775be098-4228-4838-97c3-0a72103a15ba,Dynamic advertisement insertion,Podcast Production,,PENDINGDEF_2026_08_02,definition
420efcdb-e978-447c-88b0-466c11336245,Episode artwork,Podcast Production,,PENDINGDEF_2026_08_02,definition
7221acce-e1ea-4825-9ea3-32dcd12d7a14,Lip-smack editing,Podcast Production,,PENDINGDEF_2026_08_02,definition
d03844a8-c33c-459a-9659-6ec92afac342,Narration comping,Podcast Production,,PENDINGDEF_2026_08_02,definition
e5adfc8d-f122-4e85-bdb0-a5df5ff36524,Narrator,Podcast Production,,PENDINGDEF_2026_08_02,definition
36506720-e7da-4111-8b5d-cecf9e49c2f4,Podcast bed music,Podcast Production,,PENDINGDEF_2026_08_02,definition
8efa13b0-4af2-4d3e-a82e-a59a1710bf6a,Podcast booth,Podcast Production,,PENDINGDEF_2026_08_02,definition
4f1cdc96-2e1c-490e-9cd6-70b829160e0b,Podcast bumper,Podcast Production,,PENDINGDEF_2026_08_02,definition
1611a235-d737-4f79-a195-9f4681782192,Podcast co-host,Podcast Production,,PENDINGDEF_2026_08_02,definition
06d120f3-79c4-43c6-8f37-689131db4123,Podcast editor,Podcast Production,,PENDINGDEF_2026_08_02,definition
1e954c10-2ffc-417e-8bd5-030ca06fb879,Podcast engineer,Podcast Production,,PENDINGDEF_2026_08_02,definition
e2cdc5a1-091a-4b7e-9daa-80b6fff8c267,Podcast intro,Podcast Production,,PENDINGDEF_2026_08_02,definition
49bfda34-86a3-4092-b8df-fdc904bd48f0,Podcast loudness target,Podcast Production,,PENDINGDEF_2026_08_02,definition
4522bac6-d58a-4d9a-a29d-c4613a9147a8,Podcast mastering,Podcast Production,,PENDINGDEF_2026_08_02,definition
e9490463-77a7-4d9e-9a60-b54c275843ce,Podcast metadata,Podcast Production,,PENDINGDEF_2026_08_02,definition
ed62a5bb-948a-4516-ac8e-bb2086064185,Podcast outro,Podcast Production,,PENDINGDEF_2026_08_02,definition
f7a9e4fa-27e8-475b-bc72-1a12a31b4e44,Podcast publishing,Podcast Production,,PENDINGDEF_2026_08_02,definition
27367df5-e297-489f-8631-93b49ff7298f,Podcast quality control,Podcast Production,,PENDINGDEF_2026_08_02,definition
f8046b10-5e78-4426-84ec-51046b48e355,Podcast recording,Podcast Production,,PENDINGDEF_2026_08_02,definition
7203eba4-6983-4ec6-a013-4cc65dad34ad,Podcast segment,Podcast Production,,PENDINGDEF_2026_08_02,definition
1490a42f-9ba8-43c6-9b13-d5527420caa2,Podcast stinger,Podcast Production,,PENDINGDEF_2026_08_02,definition
90afa9a2-2257-466b-9ca1-1d286eec011e,Podcast teaser,Podcast Production,,PENDINGDEF_2026_08_02,definition
7c1a62ce-bbce-44d5-8f9c-34d5df567a22,Podcast theme music,Podcast Production,,PENDINGDEF_2026_08_02,definition
fd280b6a-a2e0-4630-bc5d-ac991bcec0ae,Podcast trailer,Podcast Production,,PENDINGDEF_2026_08_02,definition
0226a543-cbd0-4b6d-8e4c-da05c2b5a250,Podcast transition,Podcast Production,,PENDINGDEF_2026_08_02,definition
2d44b299-b346-4073-8ae1-07d179eb77a6,Podcast voice processing,Podcast Production,,PENDINGDEF_2026_08_02,definition
2e8c46cb-472b-4283-9184-65a0d0d3026a,Remote podcast recording,Podcast Production,,PENDINGDEF_2026_08_02,definition
b2d92893-4013-49c8-8663-ed26e2eb8dde,Voice actor,Podcast Production,,PENDINGDEF_2026_08_02,definition
ef41f619-f64d-4a1e-aa4a-13462e23b284,Voice director,Podcast Production,,PENDINGDEF_2026_08_02,definition
2049bb21-36ad-4ab1-9ec0-60dd890f2f44,Voice emphasis,Podcast Production,,PENDINGDEF_2026_08_02,definition
aa0a25d0-9691-40d0-89b3-ac077e8dba16,Voice inflection,Podcast Production,,PENDINGDEF_2026_08_02,definition
e501b903-0db4-4a7c-b4e0-e65079467806,Voice pacing,Podcast Production,,PENDINGDEF_2026_08_02,definition
2cb06dab-ada8-4cd1-81c6-5eea47fd65c6,Voice talent,Podcast Production,,PENDINGDEF_2026_08_02,definition
c6bf9260-5e0b-417e-b081-9bb2b4d0cf8e,Voice timing,Podcast Production,,PENDINGDEF_2026_08_02,definition
355f0343-1d42-4ea2-9d4c-45faa8d73d03,Voice-over master,Podcast Production,,PENDINGDEF_2026_08_02,definition
7eb90342-d96c-450b-b719-ba83fcbcd405,Voice-over stem,Podcast Production,,PENDINGDEF_2026_08_02,definition
124d89e7-b194-4f60-a2e8-c991083df289,Voice-over studio,Podcast Production,,PENDINGDEF_2026_08_02,definition
9b300cba-9b36-4049-9cc7-deecd3e3349f,Balanced line output,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
4374d85e-c594-4c3f-b90a-e43212de815e,Bridging input impedance,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
7a925b49-765c-4674-a23d-61e17d748941,Class A microphone preamplifier,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
5040905e-70ba-4195-8c43-0c0bf957d552,Class AB microphone preamplifier,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
0405ddb2-2d3e-420c-854a-78638e35d9d7,Coarse gain control,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
b11cad34-6b71-4639-962f-8549adf8cd83,Common-mode rejection ratio,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
a4e3a596-29df-409a-a669-6db51eda612f,Continuous gain control,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
96423154-2031-49f6-add2-0cac0f257dc5,Differential input stage,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
2ff1ca7e-6ed0-40b9-b46e-d6e0dffc5c22,Discrete microphone preamplifier,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
c1ad989f-f6ae-4011-a0f6-3a8de922ee91,Equivalent input noise,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
6cfdd6a7-4e87-48da-9702-44b6985b00ca,Fine gain control,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
78d9f266-e95e-4c07-aaa7-9f74b7c71bc4,Gain trim stage,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
1a5c1857-d16f-4284-8761-02427e4d1ff8,Gain-before-clipping,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
9754d7bd-963e-424e-94fb-58934957f37e,High-impedance input,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
e2b84b14-ea5a-4382-b045-cb4d863eedf8,Input loading,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
c1cd0f18-e598-4b35-b5fa-d0b0347f4f49,Insert return point,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
e5372047-e181-4530-8f8c-fa9833704b3e,Insert send point,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
ad2cd528-5cc3-468c-8787-022a690930b5,Instrument direct input,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
687cde87-ba15-420b-b4ec-20520c591579,Instrument input stage,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
26a89858-a1d6-4c17-b9b4-6eabb33b4cae,Integrated-circuit preamplifier,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
dbf02ecd-86d2-47b3-af93-3d6e49ed79bd,Line input stage,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
c606fdbb-ae09-43e1-92c6-c8d3d140c6e0,Low-impedance input,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
c25f629f-fe05-47b4-9a6b-c1bc11139247,Microphone loading,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
a9279308-c6f0-410b-8f2a-21a5bd921088,Microphone preamplifier topology,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
8aec2725-4f9b-472a-ae04-f9aeeddaa9be,Output attenuation,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
e48489db-b73d-4ed4-8398-7f7d8e10ac90,Output driver stage,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
0168b003-f256-4146-9677-92cc821bd1c3,Output headroom,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
2e134a65-c5f3-485d-8baf-a450cb31ce30,Overload Indicator,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
c53af521-dc83-49a3-84d3-42920eeff002,Pad switching relay,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
ef907bc1-a6f1-47dd-b24b-e7a7a63f9ff3,Phantom-power switching,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
51224276-9241-4f9a-a0ec-e86f57f3cdf3,Phase reverse switch,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
011f1c54-334d-4881-a317-160b67814cfa,Preamplifier calibration,Preamp & Converter Engineering,,PENDINGDEF_2026_08_02,definition
