id,term,primary_topic,difficulty,empty_fields,existing_definition
d9578a7b-4ff0-4723-b440-a7d7d81b0418,Production approval,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
6398ec51-c29c-46de-8b2f-623532fda5f6,Production assistant,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
1d786bbb-006c-43e8-8a97-98d986602002,Production milestone,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d3fe2f0c-e912-4d90-9f7f-f01494add8a9,Production revision,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ca534a22-01a2-4e1f-b82d-a02f2d8a8c2c,Production timeline,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
7bd5f7ab-f64a-451d-8023-57468174f64a,Record production,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
684ea228-9124-414e-b014-82e049623469,Session budget,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
67a93cde-a3f4-4866-9687-53521c2a9cbb,Session planning,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
08e41db9-88c7-4c48-8a49-aa05ce89c7d1,Session producer,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e0d7d761-eaf0-4ca8-9523-09be4711377d,Song development,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
08d6f6c6-ff2d-4062-9ebd-e35d027d273a,Song mapping,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e41aa0c1-12c1-47e7-b2f6-6008b94e1efd,Song structure planning,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e05defd9-c784-44b1-9e3c-2789ac6e8edf,Studio budget,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
dbd05d43-e7a7-4e25-a795-a6e72cf10852,Tone Model,Neural Amp Modeling & Neural Synthesis,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
77c144ae-7232-4da8-95ff-19dbdda0a97d,Early monitor,Orchestra Pit & Ensemble Layout,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
4108570b-cd79-4294-ac80-18ae9be3128c,Late monitor,Orchestra Pit & Ensemble Layout,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
dd212676-643a-4e2b-9fef-838bdfadacc5,Audience perspective,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d90e28eb-6a8a-4822-996e-5b18ba916f8d,Chamber-orchestra mixing,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ca36bde6-a092-462d-be8e-8c1e46ef2f06,Concert realism,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
5cc9c36b-a126-40f7-9b10-3a07ed359853,Concert-hall perspective,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
5199369c-a5d2-4c94-8002-f5790670385a,Crescendo automation,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e2729a74-44dd-4369-94e2-b79f5b3deae5,Decrescendo automation,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d255d147-4aee-480e-851b-d4ac5884de20,Direct-to-ambient ratio,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
dd3eae1c-4632-4e4b-933b-24b1a8e1a931,Early-reflection balance,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d87215fc-8296-4b6a-82a9-d0e2ef75ae6f,Hall bloom control,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a7e50384-9e1d-4cb0-957a-39b1b39a8a92,Hall equalization,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
14f367d8-72d3-44bc-a1d3-4de5b6300f4e,Hall imaging,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
071cff4d-00e3-4bff-b8ab-23c1848f4cb1,Hall-microphone balance,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
8a5cd3a3-4422-4254-a2ed-c4dfa406e7ce,Hall-tail preservation,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f3dad770-be2c-4576-9979-1e3f7776ed52,Instrument localization,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c822e65b-fc0d-48c3-84a9-66a76fd607e4,Orchestral dynamics,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2ea3291b-340a-424c-bdf5-6e65d28800d8,Outrigger balance,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0d32a2be-8c44-488b-9e21-ac849df8c306,Percussion-section mixing,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
8b27e503-88b4-49ef-b8ec-fef7a392a3d3,Section blend,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
22f12791-6736-4427-bdfc-2574130682b5,Section imaging,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a04d9ff6-14d1-4c82-a0b1-69b6f6c300e1,Section ride,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
962eabd5-70be-4aa3-adc6-d00c4920a662,Solo ride,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ef9d0be1-6f09-4a21-a48d-59a647aa5ec0,Spot coherence,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
25fdaf67-6a82-4e4f-ab2c-18d7990d6447,Spot equalization,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
57e6f160-3b8c-482b-9f6c-144cfef63062,Spot-delay compensation,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
009baef4-ee3c-4b53-9830-4dde1355a989,Spot-microphone balance,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
fa2ac2ee-c9c3-479b-bfe1-42adaec02277,Stage imaging,"Orchestral, Choir & Acoustic-Ensemble Mixing",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
8d35e3f9-4324-4956-9b72-030734878f76,Cement resistor,Passive Components,null,scenario_contexts,(pending)
deaa01c6-3e8f-4a47-98c5-20ff503a55d9,Button behavior,Physical Controls & Hardware,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0138499d-18dc-42e8-9ef8-2bc839e4f2bb,Alternate read,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d9cac637-9c29-4e54-9537-c48203c3d4d7,Animation voice recording,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
153f84df-b1b4-4781-bc89-42e3cbe9f0fa,Audiobook recording,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ab95a21f-8ec4-41c9-b736-ee4f4352efd6,Character interpretation,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
8bfd93f2-be7e-4a90-bb74-ed68d3d1a101,Character voice recording,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
da38160b-662f-4eec-97a5-982c75554e13,Documentary narration,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e891878f-6739-4f99-a537-bd2ed10542db,Episode description,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
724df053-5192-4a3e-b4cb-e83e2225abfa,Episode number,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
80985300-b92b-47ae-97fd-b5326b0c54e8,Host-read advertisement,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
4dd84f87-7804-4685-b3b0-88b8927a2d7f,Interview recording,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
182a5580-5e21-4b07-bef1-3421b4d2f2c2,Local podcast recording,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
4ad59a26-0d55-480d-bb83-33a8853a0f58,Long-form narration editing,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
4cca6257-c9f2-46cd-aecf-9e0ccbedb3f3,Mouth-noise reduction,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
af851a09-8bd3-4c61-8c41-700491c64fcd,Multi-host recording,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2a309a82-7250-476d-9c45-d0e92675fdb2,Performance read,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
cbfe82cf-9b8f-4367-b224-6b5d3e01ce38,Pickup line,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
384829b7-bae1-42b0-8dce-246b301dac6a,Podcast chapter marker,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ebb2543e-a1ba-4519-ad17-c30f17c7f639,Podcast guest,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
9f8130f7-6263-4744-ab5e-bc857ed489bf,Podcast host,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
27efad7e-5021-44d3-a5bc-209d3b5e8bc6,Podcast narration,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
74ae768d-d0e7-4759-bb30-f8e08977c1ac,Promo voice recording,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
59eb18b1-ebf2-4475-8150-65a68cef190b,Pronunciation check,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
479d36c3-b5d9-4759-ad82-48997333834f,Pronunciation guide,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f6ba22cc-b05b-4ea3-9a03-7301fb57a0e8,Punch-and-roll recording,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
3e0a3a7b-47ff-486f-af72-c8b714d517a0,Roundtable recording,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
6c22d655-9a68-4e4a-8815-7f1b37c64f82,RSS feed audio,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
1859832e-a727-479c-8b00-6974a1a586e4,Script read,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
07af2f74-c986-4641-8b21-6d7bffc8cb84,Single-host recording,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
58afde38-cfb6-47bb-85de-6f2059ff26f7,Sponsor message,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
84474c94-9d3d-4920-8839-94d56cf433ec,Trailer voice recording,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f56b45a0-79f8-4a75-aa68-9ee10c43b103,Voice producer,Podcast Production,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
1caac7c1-9344-41a1-b0bb-20e5ffd96255,Blue light,Professional Audio Safety,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
cfb35378-ef1c-4fbe-b408-85ea253ff514,Artist package,Project Management,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c4714014-7f91-419a-a175-e54eb039015d,Festival package,Project Management,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0fe8711b-bda6-4b3f-b45d-c57e3e022f75,Hotel day,Project Management,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
360fbfe2-88d6-456e-a729-f17e5a35ca15,Local pickup,Project Management,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
93220408-953a-4e83-b01e-0ef0daeac959,Back,"Racks, Patchbays & Wiring Infrastructure",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c51c314f-e178-457e-a0d7-8cb8f03b3ee3,Contrast,"Racks, Patchbays & Wiring Infrastructure",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
33a999f9-1ae5-402a-89c3-8f4daaf3cd06,Enter,"Racks, Patchbays & Wiring Infrastructure",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
80416870-0a22-4332-975b-b9bb4212de86,Podcast table,"Racks, Patchbays & Wiring Infrastructure",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
7646d6f5-56d7-4058-80cc-775e2ccd467a,Quality Mode,"Racks, Patchbays & Wiring Infrastructure",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e94a6dbd-aead-409d-8e82-4839459ffdc6,Rack pedestal,"Racks, Patchbays & Wiring Infrastructure",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f0efd722-fc1e-4325-abaf-06df322b4318,Wraparound console,"Racks, Patchbays & Wiring Infrastructure",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
aaef2910-f2d6-4c72-bce1-059e73144665,Perspective Cut,Re-Recording & Final Mix,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
72efc495-6d71-4b89-8401-e647906ce6df,Perspective Performance,Re-Recording & Final Mix,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
13b13399-5d33-4ef0-99d5-73d043908853,Specifics Track,Re-Recording & Final Mix,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e73a8c5a-ed7c-4b33-982f-2d8fa01bdb20,Step Perspective,Re-Recording & Final Mix,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
95486d11-0620-4fd0-9fcd-7dd86b8bada9,Engineering best practice,Recording Fundamentals & Signal Chain,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
60606819-920e-41bf-8c3a-58d98e663d60,Engineering workflow optimization,Recording Fundamentals & Signal Chain,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
caec1105-7b8c-45cb-b586-19d07c91d10a,Mission-critical recording,Recording Fundamentals & Signal Chain,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
6afbb447-bd6a-4fd9-957d-f3304f8e435f,Component replacement,Repair,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d18cf10a-b427-41d4-ad53-38dc846a4f2f,Current-limited power-up,Repair,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f5071da1-b477-4b17-ac64-d73bb591a193,Hairline crack,Repair,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d0faf8da-f009-4730-8f1c-d899835d5850,Thermal failure,Repair,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
b23efb58-3485-4ea9-8e0b-7783fa0eb313,Voltage tracing,Repair,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
637416fa-36b6-46b4-8caa-2d3f7a10f46a,Stick,RF Wireless Systems,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
5b154a2e-2b3b-4136-81ae-5215209a1175,Attic space,"Rigging Hardware, Loads & Motorized Flying",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ab79a3a2-06fe-4f87-b5e3-e9fad5b8e3e6,Hook it,"Rigging Hardware, Loads & Motorized Flying",null,plain_english;purpose_function;practical_application;related_terms;common_mistakes;scenario_contexts,(pending)
bcc30945-c533-49d2-95ca-df76fd3c8f0b,Obstruction zone,"Rigging Hardware, Loads & Motorized Flying",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
502e5b02-de3f-4ca2-9813-ed33fa87b45d,Send it,"Rigging Hardware, Loads & Motorized Flying",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ae16bc35-b72d-47cb-802b-b84b587020ab,Sound bridge,"Rigging Hardware, Loads & Motorized Flying",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
b6d2bc8e-f3fd-422c-a0a3-c4f8ec45a6d6,Throw steel,"Rigging Hardware, Loads & Motorized Flying",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
3768f669-812e-41a6-9155-6db90b355087,Belly,Road Crew,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
aed3e6c5-12a0-4b5a-ab5a-9c89deddb014,Break-in,Road Crew,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
709e2760-5453-492e-ad15-e1061ee0dbed,Case line,Road Crew,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
7834e1bf-4e4f-46e9-841f-d5aceb350c58,Case park,Road Crew,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
dd159d12-3bf6-43db-982c-70fb4e0d49ee,Case parking,Road Crew,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
036d1e0a-ff71-49ac-9ecc-af27ba20b3c3,Case world,Road Crew,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
30dd1699-1d1a-4e5a-ae36-bf2581dab021,Up-and-over,Road Crew,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
5b01f2fb-718b-4eac-9b00-1a8f04b1efe1,Vault,Road Crew,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
fba8a94a-5844-4e5a-b8f7-e3fbd8d4255a,Battery-powered preamplifier,Session Setup & Signal Flow,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a2802816-0e78-45ba-a37e-31607e32b347,Headphone communication,Session Setup & Signal Flow,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f19ca80b-b42b-48fd-aab7-b235e4b4e0e2,Headphone mix verification,Session Setup & Signal Flow,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
305e5018-4983-46a6-af6b-c31f68c773d6,Microphone setup photographs,Session Setup & Signal Flow,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f8999b83-fa61-4a64-b494-7155fa94dba8,Mobile monitoring position,Session Setup & Signal Flow,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
66f2f6ee-30ee-4591-99ce-754c692de491,Mobile patch technician,Session Setup & Signal Flow,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
26428e57-346e-4568-a756-5b76d63c2f20,Portable monitor controller,Session Setup & Signal Flow,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
1862adb1-a4f2-4ea6-86ad-289e883f4bce,Remote line check,Session Setup & Signal Flow,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2fb06079-ffdd-48f5-b2c5-75ffbef76814,Remote patch panel,Session Setup & Signal Flow,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
4708e2c2-e855-46be-8b90-b2259ea5aa51,Setup schedule,Session Setup & Signal Flow,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c3a7e52c-4c2d-4971-abc6-a3d241475814,Talkback etiquette,Session Setup & Signal Flow,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
bc61d5a8-1979-4e1b-b58e-bb85d2713a02,Beat-production room,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
773d447f-5496-45a6-8d07-7df79c8e0ce1,Creative approval session,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
aa31e69d-1b6c-4a86-9e4f-89f0f82b89b6,Cue instruction,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0a1faa54-db6c-48ae-a7cd-5761dbd3da5c,End-of-day archive,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
fd118a8e-5567-4b13-a853-f25e716b5b17,Engineer call time,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
33ed6e19-d53e-4532-b3ff-1154890f8ba8,Engineer handoff,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
104fcd15-8b69-4811-89ed-a3a5de0200f5,Field-production rack,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a02f56a1-3832-4705-a7d8-4250a0cb659b,Final listening session,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
25e618bb-cd77-4ad2-b0c2-eecc80d03ca6,Final technical review,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
431b2084-12d6-44d7-b4f7-86c2038f6cd7,Incremental synchronization,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ed7b973c-d25e-4827-860b-fa0554f19fd4,Instant review,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
237ff440-188b-4c42-9f34-f44f97b56694,Mobile recording certification,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
7dc8b8b7-3a5b-4a3f-99b9-9bfaf0a656e7,Mobile workstation cart,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
7564b234-eb62-4226-8f8f-ac817925449a,Piano room,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
6bcb5885-a275-4ebd-811c-05991bc74c8d,Portable archive system,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2e13aee6-7b14-434d-bc11-0a63552e94a7,Portable machine room,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
075e4c14-8cc7-4441-a629-7a73bc1aec50,Producer notes,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
44de42eb-f7a5-4aba-8a5c-ced5149c18f0,Producer playback,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
1843562e-3542-4c1d-8ba0-a97823c9de93,Production recap,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
dd1db7fc-1e22-4c15-8f46-bcfce015b79d,Production suite,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2af9e401-adfd-4b58-815e-144e34af4644,Programming room,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
57e6f7f9-224e-4cd2-9c0d-1251193e9d22,Real-time collaboration,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0fc222e6-b63a-41b0-8a13-976bf85afe52,Reference take,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
3761f053-3b01-446e-9cae-09368fdec4c0,Remote approval session,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
